customer_id,plan_tier,start_date,end_date,mrr,region,acquisition_channel,downgrade_flag,downgrade_date
CUST1441,Premium,2024-03-20,2026-03-07,100,LATAM,Paid Ads,0,
CUST1442,Premium,2025-03-27,2026-04-27,100,APAC,Paid Ads,0,
CUST1443,Premium,2025-03-28,2027-04-10,100,North America,Paid Ads,1,2027-01-08
CUST1444,Premium,2024-11-11,2026-03-10,100,North America,Referral,1,2024-11-14
CUST1445,Basic,2024-09-12,2025-10-30,20,LATAM,Paid Ads,0,
CUST1446,Basic,2025-03-07,2025-05-04,20,North America,Organic,0,
CUST1447,Standard,2024-08-13,2024-12-19,50,Europe,Organic,0,
CUST1448,Premium,2024-02-15,2025-05-15,100,Europe,Paid Ads,0,
CUST1449,Standard,2024-07-31,2026-03-07,50,APAC,Paid Ads,0,
CUST1450,Standard,2024-08-06,2024-12-22,50,North America,Paid Ads,0,
CUST1451,Basic,2024-11-19,2024-12-31,20,North America,Referral,0,
CUST1452,Standard,2024-10-12,2026-09-07,50,Europe,Organic,0,
CUST1453,Basic,2025-02-24,2026-01-28,20,North America,Paid Ads,0,
CUST1454,Standard,2024-09-14,2025-01-19,50,North America,Paid Ads,0,
CUST1455,Premium,2024-12-06,2025-07-03,100,LATAM,Paid Ads,0,
CUST1456,Premium,2024-03-10,2025-03-18,100,APAC,Referral,1,2025-01-04
CUST1457,Standard,2025-05-30,2027-02-20,50,LATAM,Paid Ads,0,
CUST1458,Basic,2024-05-07,2025-04-18,20,Europe,Organic,0,
CUST1459,Standard,2024-03-02,2024-08-19,50,Europe,Organic,0,
CUST1460,Standard,2025-01-19,2025-09-15,50,Europe,Paid Ads,0,
CUST1461,Basic,2024-05-17,2025-03-27,20,LATAM,Partnership,0,
CUST1462,Basic,2024-01-25,2024-10-15,20,LATAM,Partnership,0,
CUST1463,Standard,2024-07-29,2026-03-03,50,APAC,Paid Ads,1,2025-04-10
CUST1464,Premium,2024-11-25,2025-06-30,100,Europe,Referral,0,
CUST1465,Basic,2024-03-12,2024-10-25,20,North America,Referral,1,2024-04-18
CUST1466,Basic,2024-06-26,2026-03-24,20,Europe,Organic,0,
CUST1467,Basic,2025-03-12,2027-04-23,20,Europe,Organic,0,
CUST1468,Basic,2025-03-10,2025-10-06,20,Europe,Paid Ads,0,
CUST1469,Standard,2024-07-25,2025-05-29,50,APAC,Referral,0,
CUST1470,Standard,2025-02-11,2026-04-03,50,North America,Partnership,0,
CUST1471,Standard,2024-06-08,2026-10-25,50,LATAM,Referral,0,
CUST1472,Standard,2025-03-13,2025-07-06,50,North America,Referral,0,
CUST1473,Standard,2024-09-20,2025-11-13,50,Europe,Paid Ads,0,
CUST1474,Standard,2025-05-07,2025-08-18,50,APAC,Referral,0,
CUST1475,Premium,2024-06-07,2025-01-17,100,LATAM,Paid Ads,1,2025-01-14
CUST1476,Premium,2025-02-18,2026-05-19,100,APAC,Referral,0,
CUST1477,Premium,2025-05-16,2026-04-26,100,APAC,Referral,0,
CUST1478,Premium,2024-02-09,2024-07-15,100,North America,Referral,0,
CUST1479,Premium,2025-03-22,2026-01-07,100,Europe,Paid Ads,0,
CUST1480,Premium,2025-01-12,2027-01-25,100,APAC,Referral,1,2026-02-11
CUST1481,Standard,2025-05-04,2025-07-08,50,Europe,Paid Ads,0,
CUST1482,Standard,2024-09-24,2026-07-05,50,North America,Paid Ads,0,
CUST1483,Premium,2024-09-10,2026-06-18,100,Europe,Partnership,0,
CUST1484,Premium,2024-04-29,2026-07-27,100,Europe,Organic,1,2026-04-28
CUST1485,Standard,2024-07-12,2025-10-18,50,LATAM,Organic,0,
CUST1486,Standard,2025-05-27,2026-12-23,50,APAC,Partnership,0,
CUST1487,Standard,2024-04-01,2024-08-20,50,APAC,Referral,0,
CUST1488,Standard,2024-08-02,2026-10-07,50,Europe,Partnership,0,
CUST1489,Standard,2025-05-18,2025-06-18,50,North America,Paid Ads,1,2025-06-12
CUST1490,Premium,2024-10-22,2026-12-11,100,LATAM,Referral,0,
CUST1491,Basic,2024-05-17,2025-01-04,20,APAC,Paid Ads,0,
CUST1492,Premium,2024-08-05,2025-03-13,100,North America,Referral,0,
CUST1493,Premium,2024-09-22,2025-12-14,100,Europe,Paid Ads,0,
CUST1494,Premium,2024-03-22,2025-02-15,100,North America,Paid Ads,1,2024-05-25
CUST1495,Standard,2024-01-31,2025-10-21,50,North America,Partnership,0,
CUST1496,Standard,2024-03-03,2024-12-30,50,North America,Organic,0,
CUST1497,Basic,2024-08-04,2026-02-19,20,North America,Organic,0,
CUST1498,Standard,2025-04-29,2027-07-13,50,APAC,Referral,0,
CUST1499,Standard,2024-12-17,2025-12-04,50,APAC,Partnership,0,
CUST1500,Standard,2024-02-28,2025-03-28,50,LATAM,Referral,0,
CUST1501,Basic,2025-02-15,2027-03-29,20,North America,Referral,0,
CUST1502,Basic,2024-10-13,2026-10-29,20,North America,Organic,0,
CUST1503,Basic,2025-05-01,2026-11-09,20,APAC,Referral,0,
CUST1504,Basic,2024-01-18,2025-11-26,20,North America,Partnership,0,
CUST1505,Basic,2024-08-27,2026-06-09,20,APAC,Referral,0,
CUST1506,Premium,2025-03-14,2026-08-13,100,North America,Partnership,0,
CUST1507,Premium,2024-10-27,2026-08-09,100,North America,Referral,0,
CUST1508,Basic,2025-05-24,2027-09-16,20,North America,Paid Ads,1,2027-04-14
CUST1509,Premium,2025-04-01,2025-08-27,100,LATAM,Paid Ads,0,
CUST1510,Premium,2024-08-04,2025-02-24,100,Europe,Paid Ads,0,
CUST1511,Premium,2025-03-21,2027-04-22,100,North America,Organic,1,2026-02-19
CUST1512,Standard,2024-09-20,2026-09-01,50,APAC,Paid Ads,0,
CUST1513,Premium,2025-05-18,2025-09-17,100,North America,Paid Ads,0,
CUST1514,Standard,2024-12-17,2026-02-06,50,Europe,Organic,0,
CUST1515,Premium,2024-08-26,2025-05-11,100,LATAM,Referral,0,
CUST1516,Standard,2024-04-01,2025-04-14,50,North America,Organic,0,
CUST1517,Basic,2024-05-10,2025-04-25,20,North America,Partnership,0,
CUST1518,Premium,2024-03-04,2025-11-28,100,North America,Partnership,0,
CUST1519,Standard,2025-01-08,2027-05-04,50,LATAM,Partnership,0,
CUST1520,Basic,2025-02-08,2025-03-19,20,Europe,Organic,0,
CUST1521,Standard,2024-10-30,2027-04-05,50,APAC,Paid Ads,0,
CUST1522,Premium,2024-10-17,2025-04-14,100,LATAM,Paid Ads,0,
CUST1523,Premium,2024-11-12,2026-05-10,100,North America,Partnership,0,
CUST1524,Basic,2024-08-08,2026-01-26,20,APAC,Referral,0,
CUST1525,Standard,2024-06-05,2026-10-30,50,North America,Partnership,0,
CUST1526,Premium,2024-07-02,2025-12-13,100,Europe,Organic,0,
CUST1527,Standard,2025-02-05,2026-02-15,50,Europe,Organic,0,
CUST1528,Standard,2025-02-04,2025-05-18,50,APAC,Referral,0,
CUST1529,Standard,2025-02-07,2025-06-16,50,APAC,Paid Ads,1,2025-02-21
CUST1530,Premium,2024-06-16,2026-02-27,100,APAC,Referral,1,2025-10-24
CUST1531,Standard,2024-08-11,2026-12-12,50,Europe,Paid Ads,0,
CUST1532,Premium,2024-04-14,2026-04-08,100,North America,Partnership,0,
CUST1533,Basic,2024-06-21,2024-09-16,20,LATAM,Referral,1,2024-08-21
CUST1534,Basic,2024-12-12,2026-09-10,20,North America,Organic,0,
CUST1535,Basic,2024-02-04,2024-07-04,20,LATAM,Paid Ads,0,
CUST1536,Standard,2025-01-19,2027-04-23,50,APAC,Paid Ads,0,
CUST1537,Premium,2025-01-26,2025-12-03,100,North America,Referral,0,
CUST1538,Standard,2024-05-02,2024-09-28,50,APAC,Organic,1,2024-09-05
CUST1539,Premium,2025-05-06,2026-03-12,100,Europe,Organic,0,
CUST1540,Basic,2025-05-10,2027-03-31,20,Europe,Referral,0,
CUST1541,Standard,2024-11-29,2025-03-04,50,Europe,Organic,0,
CUST1542,Premium,2024-01-21,2025-03-29,100,Europe,Referral,0,
CUST1543,Premium,2024-05-07,2026-07-17,100,LATAM,Organic,0,
CUST1544,Premium,2024-07-03,2024-08-07,100,North America,Paid Ads,0,
CUST1545,Standard,2024-05-11,2026-01-19,50,North America,Organic,0,
CUST1546,Basic,2024-02-05,2024-05-31,20,North America,Partnership,0,
CUST1547,Premium,2024-06-24,2025-09-30,100,APAC,Partnership,0,
CUST1548,Premium,2024-11-03,2025-01-19,100,North America,Paid Ads,0,
CUST1549,Premium,2024-05-23,2026-02-02,100,APAC,Referral,0,
CUST1550,Standard,2024-04-11,2026-03-20,50,APAC,Paid Ads,0,
CUST1551,Basic,2024-05-25,2025-04-26,20,North America,Paid Ads,0,
CUST1552,Basic,2025-01-02,2025-11-12,20,Europe,Paid Ads,1,2025-08-07
CUST1553,Basic,2025-01-25,2026-12-21,20,APAC,Partnership,0,
CUST1554,Standard,2024-09-17,2026-09-09,50,LATAM,Organic,0,
CUST1555,Premium,2024-03-13,2026-01-16,100,Europe,Paid Ads,0,
CUST1556,Premium,2024-06-16,2025-09-18,100,Europe,Partnership,0,
CUST1557,Standard,2024-01-27,2025-11-05,50,LATAM,Referral,0,
CUST1558,Standard,2025-02-20,2025-05-28,50,North America,Organic,0,
CUST1559,Basic,2024-10-06,2025-04-03,20,APAC,Partnership,0,
CUST1560,Basic,2024-04-10,2025-05-31,20,APAC,Organic,0,
CUST1561,Basic,2024-05-06,2024-12-01,20,LATAM,Organic,0,
CUST1562,Standard,2024-12-23,2027-01-09,50,LATAM,Organic,0,
CUST1563,Standard,2024-02-19,2024-09-10,50,APAC,Organic,0,
CUST1564,Standard,2025-02-16,2026-07-19,50,Europe,Partnership,0,
CUST1565,Standard,2024-05-09,2024-11-01,50,North America,Paid Ads,0,
CUST1566,Premium,2025-01-14,2027-02-07,100,APAC,Organic,0,
CUST1567,Premium,2024-07-06,2025-10-28,100,LATAM,Referral,0,
CUST1568,Standard,2025-03-14,2026-09-28,50,APAC,Partnership,0,
CUST1569,Basic,2024-11-08,2026-01-28,20,APAC,Organic,0,
CUST1570,Basic,2024-09-02,2025-01-05,20,North America,Organic,0,
CUST1571,Basic,2025-05-19,2027-09-23,20,North America,Partnership,0,
CUST1572,Standard,2025-05-24,2026-12-02,50,Europe,Referral,0,
CUST1573,Premium,2024-01-15,2025-11-06,100,North America,Referral,0,
CUST1574,Premium,2024-12-19,2025-09-25,100,North America,Referral,0,
CUST1575,Premium,2024-06-21,2026-06-11,100,North America,Referral,0,
CUST1576,Premium,2024-03-17,2025-04-26,100,Europe,Paid Ads,0,
CUST1577,Premium,2025-03-08,2026-08-27,100,APAC,Organic,0,
CUST1578,Standard,2024-09-12,2027-02-10,50,North America,Partnership,0,
CUST1579,Basic,2025-05-09,2026-04-04,20,APAC,Partnership,0,
CUST1580,Basic,2024-11-08,2026-09-27,20,LATAM,Paid Ads,0,
CUST1581,Basic,2024-02-28,2025-03-28,20,LATAM,Referral,1,2024-10-21
CUST1582,Standard,2024-04-19,2024-05-24,50,APAC,Partnership,0,
CUST1583,Premium,2024-12-29,2025-02-06,100,Europe,Referral,1,2025-01-30
CUST1584,Basic,2025-02-24,2025-07-30,20,North America,Paid Ads,0,
CUST1585,Basic,2024-08-19,2026-01-12,20,Europe,Partnership,0,
CUST1586,Standard,2024-07-05,2026-02-04,50,APAC,Referral,0,
CUST1587,Basic,2024-06-14,2024-12-04,20,LATAM,Referral,0,
CUST1588,Standard,2024-07-22,2024-12-12,50,North America,Partnership,0,
CUST1589,Basic,2025-03-07,2027-05-07,20,Europe,Referral,0,
CUST1590,Basic,2025-05-05,2027-04-16,20,Europe,Paid Ads,0,
CUST1591,Basic,2025-05-22,2027-09-18,20,LATAM,Referral,0,
CUST1592,Basic,2025-05-28,2027-07-10,20,APAC,Referral,0,
CUST1593,Standard,2024-04-20,2026-08-09,50,Europe,Organic,1,2024-09-27
CUST1594,Standard,2024-02-23,2026-02-16,50,North America,Paid Ads,0,
CUST1595,Standard,2025-05-06,2026-03-28,50,North America,Referral,0,
CUST1596,Basic,2024-06-05,2026-07-21,20,LATAM,Paid Ads,0,
CUST1597,Basic,2024-09-26,2026-10-13,20,APAC,Organic,0,
CUST1598,Standard,2024-04-15,2026-05-02,50,Europe,Referral,0,
CUST1599,Premium,2024-06-01,2025-02-20,100,Europe,Paid Ads,1,2024-12-24
CUST1600,Basic,2024-05-29,2025-09-07,20,APAC,Paid Ads,1,2024-09-09
CUST1601,Basic,2025-02-21,2026-09-11,20,North America,Referral,0,
CUST1602,Premium,2024-12-10,2026-03-21,100,Europe,Paid Ads,0,
CUST1603,Premium,2024-11-07,2025-03-29,100,LATAM,Organic,0,
CUST1604,Standard,2024-09-09,2025-09-01,50,APAC,Referral,0,
CUST1605,Basic,2024-02-23,2026-01-29,20,North America,Organic,0,
CUST1606,Basic,2024-10-13,2026-07-26,20,APAC,Referral,1,2025-04-21
CUST1607,Standard,2024-12-08,2025-11-14,50,LATAM,Partnership,1,2024-12-15
CUST1608,Premium,2025-01-04,2027-03-04,100,Europe,Partnership,0,
CUST1609,Premium,2024-10-09,2025-06-11,100,APAC,Paid Ads,0,
CUST1610,Basic,2024-05-03,2024-07-14,20,North America,Paid Ads,0,
CUST1611,Premium,2025-04-01,2025-08-10,100,Europe,Paid Ads,1,2025-06-28
CUST1612,Standard,2024-06-06,2024-08-19,50,LATAM,Paid Ads,1,2024-07-30
CUST1613,Premium,2025-01-09,2026-05-13,100,APAC,Partnership,0,
CUST1614,Basic,2025-05-09,2026-08-11,20,LATAM,Organic,0,
CUST1615,Premium,2024-10-07,2026-10-20,100,North America,Paid Ads,0,
CUST1616,Standard,2024-07-13,2026-09-09,50,North America,Organic,0,
CUST1617,Standard,2025-03-24,2027-05-31,50,North America,Paid Ads,0,
CUST1618,Premium,2024-10-05,2025-06-03,100,LATAM,Referral,0,
CUST1619,Basic,2025-04-11,2026-10-08,20,Europe,Organic,0,
CUST1620,Premium,2024-08-13,2025-07-12,100,APAC,Partnership,0,
CUST1621,Premium,2024-08-17,2024-11-01,100,North America,Paid Ads,0,
CUST1622,Standard,2024-10-11,2025-03-26,50,North America,Paid Ads,0,
CUST1623,Basic,2024-04-28,2024-05-29,20,Europe,Paid Ads,0,
CUST1624,Premium,2024-03-26,2026-04-17,100,APAC,Partnership,0,
CUST1625,Standard,2024-10-28,2025-10-25,50,Europe,Referral,0,
CUST1626,Premium,2024-08-12,2026-09-29,100,North America,Partnership,0,
CUST1627,Basic,2024-04-18,2026-05-27,20,APAC,Organic,0,
CUST1628,Standard,2025-03-28,2025-12-08,50,APAC,Paid Ads,0,
CUST1629,Basic,2025-04-01,2025-12-24,20,LATAM,Paid Ads,0,
CUST1630,Standard,2025-05-05,2025-09-07,50,APAC,Paid Ads,0,
CUST1631,Standard,2024-07-12,2026-03-17,50,Europe,Paid Ads,0,
CUST1632,Premium,2024-01-22,2025-01-03,100,Europe,Partnership,0,
CUST1633,Basic,2024-03-12,2024-09-04,20,LATAM,Paid Ads,1,2024-05-14
CUST1634,Standard,2024-05-20,2026-07-03,50,LATAM,Organic,0,
CUST1635,Basic,2025-01-28,2025-03-20,20,North America,Referral,1,2025-01-29
CUST1636,Premium,2024-09-11,2026-12-08,100,North America,Paid Ads,1,2025-02-05
CUST1637,Premium,2024-04-18,2025-11-24,100,North America,Organic,0,
CUST1638,Standard,2024-05-22,2025-10-25,50,North America,Paid Ads,0,
CUST1639,Standard,2024-12-05,2026-05-09,50,Europe,Partnership,0,
CUST1640,Basic,2024-01-22,2026-06-14,20,APAC,Organic,1,2025-08-02
CUST1641,Standard,2024-05-25,2024-06-25,50,North America,Referral,0,
CUST1642,Basic,2025-01-29,2025-07-28,20,Europe,Referral,0,
CUST1643,Standard,2024-04-25,2025-10-10,50,Europe,Referral,0,
CUST1644,Basic,2024-10-15,2025-11-14,20,Europe,Organic,1,2025-04-04
CUST1645,Basic,2024-02-14,2025-11-24,20,APAC,Organic,0,
CUST1646,Standard,2025-03-11,2025-09-10,50,APAC,Paid Ads,0,
CUST1647,Premium,2024-12-22,2025-05-07,100,APAC,Partnership,0,
CUST1648,Standard,2024-03-19,2026-07-04,50,APAC,Partnership,1,2024-08-19
CUST1649,Premium,2024-05-31,2025-08-03,100,Europe,Partnership,0,
CUST1650,Standard,2025-03-13,2027-04-26,50,North America,Organic,0,
CUST1651,Basic,2024-07-05,2026-09-28,20,APAC,Paid Ads,0,
CUST1652,Standard,2025-05-07,2027-05-17,50,LATAM,Referral,0,
CUST1653,Premium,2024-09-08,2025-11-04,100,APAC,Paid Ads,0,
CUST1654,Standard,2025-01-28,2025-05-23,50,LATAM,Paid Ads,0,
CUST1655,Standard,2024-08-28,2025-10-02,50,Europe,Organic,1,2024-09-06
CUST1656,Standard,2024-04-22,2024-07-22,50,LATAM,Paid Ads,0,
CUST1657,Standard,2025-04-16,2025-10-10,50,Europe,Partnership,0,
CUST1658,Premium,2024-08-03,2026-12-28,100,LATAM,Paid Ads,0,
CUST1659,Premium,2024-05-26,2025-07-16,100,Europe,Organic,0,
CUST1660,Premium,2024-02-25,2026-03-14,100,LATAM,Partnership,1,2025-10-13
CUST1661,Basic,2024-01-31,2024-07-29,20,LATAM,Paid Ads,0,
CUST1662,Basic,2024-01-13,2025-09-16,20,Europe,Organic,0,
CUST1663,Standard,2025-04-26,2027-06-26,50,Europe,Paid Ads,1,2026-10-19
CUST1664,Premium,2025-02-25,2027-04-05,100,APAC,Referral,0,
CUST1665,Premium,2024-04-23,2024-10-29,100,North America,Partnership,1,2024-10-05
CUST1666,Basic,2024-01-12,2025-03-22,20,Europe,Paid Ads,0,
CUST1667,Premium,2025-05-28,2026-05-06,100,LATAM,Partnership,0,
CUST1668,Standard,2024-04-04,2025-10-20,50,Europe,Partnership,0,
CUST1669,Basic,2024-02-27,2024-11-07,20,Europe,Referral,0,
CUST1670,Premium,2025-05-03,2026-04-18,100,North America,Referral,0,
CUST1671,Standard,2024-02-25,2026-06-26,50,LATAM,Paid Ads,0,
CUST1672,Standard,2024-04-21,2024-09-04,50,Europe,Partnership,1,2024-07-16
CUST1673,Basic,2024-06-15,2026-01-20,20,Europe,Partnership,1,2025-01-18
CUST1674,Premium,2024-07-11,2026-02-25,100,North America,Partnership,0,
CUST1675,Basic,2024-03-28,2025-12-01,20,Europe,Partnership,0,
CUST1676,Premium,2024-02-19,2025-02-05,100,LATAM,Organic,1,2024-07-27
CUST1677,Basic,2025-02-11,2026-08-07,20,APAC,Partnership,0,
CUST1678,Standard,2024-04-09,2025-04-13,50,APAC,Paid Ads,0,
CUST1679,Premium,2024-01-25,2025-10-17,100,North America,Paid Ads,0,
CUST1680,Standard,2024-06-14,2024-12-16,50,North America,Partnership,0,
CUST1681,Basic,2024-08-08,2026-12-12,20,North America,Paid Ads,0,
CUST1682,Basic,2025-04-03,2027-07-16,20,Europe,Partnership,1,2026-01-26
CUST1683,Standard,2025-01-31,2025-11-01,50,LATAM,Organic,0,
CUST1684,Premium,2025-05-24,2025-09-30,100,North America,Paid Ads,0,
CUST1685,Basic,2025-05-25,2025-09-28,20,APAC,Organic,0,
CUST1686,Basic,2024-03-10,2025-01-20,20,APAC,Paid Ads,0,
CUST1687,Standard,2024-07-02,2026-07-29,50,North America,Organic,0,
CUST1688,Standard,2025-03-28,2027-02-21,50,LATAM,Partnership,0,
CUST1689,Basic,2025-01-07,2025-11-26,20,LATAM,Organic,0,
CUST1690,Premium,2025-01-10,2026-07-18,100,Europe,Referral,0,
CUST1691,Standard,2025-02-27,2026-08-29,50,APAC,Organic,0,
CUST1692,Premium,2024-09-07,2026-09-23,100,North America,Organic,0,
CUST1693,Basic,2024-10-24,2025-12-12,20,Europe,Organic,0,
CUST1694,Standard,2025-02-01,2026-06-19,50,North America,Paid Ads,0,
CUST1695,Standard,2025-04-21,2025-09-09,50,LATAM,Referral,1,2025-05-19
CUST1696,Standard,2025-02-15,2026-02-16,50,LATAM,Paid Ads,1,2025-08-10
CUST1697,Premium,2025-05-02,2025-09-26,100,LATAM,Paid Ads,0,
CUST1698,Basic,2024-05-29,2026-04-14,20,Europe,Referral,0,
CUST1699,Premium,2024-03-04,2026-07-09,100,North America,Referral,0,
CUST1700,Standard,2024-02-25,2024-10-28,50,LATAM,Paid Ads,0,
CUST1701,Premium,2024-09-15,2026-07-27,100,LATAM,Partnership,0,
CUST1702,Basic,2025-02-18,2025-06-11,20,North America,Partnership,0,
CUST1703,Premium,2024-08-07,2026-07-23,100,LATAM,Referral,0,
CUST1704,Basic,2025-03-14,2026-03-29,20,North America,Organic,0,
CUST1705,Standard,2024-12-23,2026-03-27,50,Europe,Paid Ads,0,
CUST1706,Premium,2024-12-29,2027-01-07,100,Europe,Referral,0,
CUST1707,Basic,2024-05-28,2025-05-24,20,Europe,Organic,0,
CUST1708,Premium,2024-06-03,2025-10-15,100,APAC,Organic,0,
CUST1709,Standard,2025-02-20,2025-12-16,50,APAC,Organic,0,
CUST1710,Basic,2025-04-05,2027-02-18,20,LATAM,Paid Ads,0,
CUST1711,Basic,2024-07-11,2025-10-14,20,North America,Paid Ads,0,
CUST1712,Basic,2024-12-22,2025-08-23,20,LATAM,Paid Ads,0,
CUST1713,Premium,2025-01-07,2025-02-22,100,North America,Partnership,0,
CUST1714,Standard,2025-04-11,2026-07-08,50,North America,Referral,0,
CUST1715,Standard,2024-04-26,2024-11-22,50,LATAM,Partnership,0,
CUST1716,Standard,2025-03-22,2026-05-16,50,Europe,Paid Ads,0,
CUST1717,Premium,2024-04-11,2024-08-08,100,LATAM,Partnership,0,
CUST1718,Basic,2025-02-25,2025-07-11,20,North America,Organic,0,
CUST1719,Premium,2025-05-30,2027-02-14,100,North America,Referral,0,
CUST1720,Premium,2024-08-04,2025-04-19,100,APAC,Referral,0,
CUST1721,Premium,2024-07-19,2025-12-11,100,LATAM,Organic,0,
CUST1722,Standard,2025-02-09,2025-03-18,50,LATAM,Referral,0,
CUST1723,Basic,2024-09-27,2025-09-06,20,APAC,Partnership,0,
CUST1724,Standard,2025-02-28,2025-05-02,50,Europe,Organic,1,2025-03-10
CUST1725,Standard,2024-06-23,2026-02-28,50,APAC,Partnership,0,
CUST1726,Basic,2025-02-06,2027-07-04,20,LATAM,Paid Ads,1,2026-09-21
CUST1727,Standard,2024-06-26,2025-09-11,50,Europe,Referral,0,
CUST1728,Premium,2024-08-24,2025-01-02,100,Europe,Referral,0,
CUST1729,Basic,2024-09-23,2027-02-27,20,North America,Referral,0,
CUST1730,Standard,2024-04-05,2024-05-31,50,Europe,Organic,0,
CUST1731,Premium,2024-03-21,2025-11-26,100,Europe,Organic,0,
CUST1732,Premium,2025-01-01,2025-08-10,100,Europe,Referral,0,
CUST1733,Basic,2024-09-08,2026-10-21,20,APAC,Paid Ads,0,
CUST1734,Standard,2024-10-08,2025-01-30,50,APAC,Organic,0,
CUST1735,Premium,2024-04-23,2025-09-05,100,North America,Organic,0,
CUST1736,Basic,2024-10-16,2025-08-10,20,North America,Paid Ads,0,
CUST1737,Basic,2025-01-05,2027-06-12,20,North America,Referral,0,
CUST1738,Basic,2025-02-27,2025-06-12,20,LATAM,Organic,0,
CUST1739,Premium,2025-03-05,2026-04-23,100,North America,Paid Ads,0,
CUST1740,Premium,2024-07-03,2025-06-03,100,LATAM,Paid Ads,1,2024-10-03
CUST1741,Premium,2024-12-17,2026-01-06,100,North America,Organic,0,
CUST1742,Premium,2024-09-17,2025-02-18,100,North America,Paid Ads,0,
CUST1743,Basic,2024-08-09,2025-09-16,20,North America,Paid Ads,1,2024-11-29
CUST1744,Basic,2024-08-13,2024-12-06,20,APAC,Paid Ads,0,
CUST1745,Basic,2025-05-08,2025-12-28,20,APAC,Partnership,0,
CUST1746,Standard,2025-05-22,2026-09-10,50,APAC,Referral,0,
CUST1747,Standard,2024-06-26,2025-02-13,50,Europe,Partnership,0,
CUST1748,Premium,2024-04-15,2026-01-02,100,APAC,Referral,0,
CUST1749,Premium,2024-07-29,2026-09-06,100,APAC,Paid Ads,0,
CUST1750,Standard,2024-11-22,2026-09-20,50,LATAM,Partnership,1,2025-12-20
CUST1751,Standard,2025-01-17,2026-11-25,50,Europe,Partnership,0,
CUST1752,Standard,2024-09-16,2026-06-08,50,Europe,Organic,0,
CUST1753,Premium,2024-01-31,2024-06-26,100,APAC,Referral,0,
CUST1754,Standard,2025-01-01,2025-10-09,50,LATAM,Paid Ads,1,2025-07-11
CUST1755,Standard,2024-05-05,2024-06-13,50,Europe,Partnership,0,
CUST1756,Basic,2025-04-21,2026-12-23,20,APAC,Paid Ads,0,
CUST1757,Basic,2024-10-17,2026-07-25,20,North America,Referral,0,
CUST1758,Basic,2024-03-17,2025-11-24,20,North America,Partnership,0,
CUST1759,Standard,2024-11-23,2025-07-13,50,LATAM,Partnership,0,
CUST1760,Standard,2024-10-08,2026-01-12,50,LATAM,Organic,1,2025-05-28
CUST1761,Basic,2024-08-30,2026-05-12,20,APAC,Referral,1,2024-09-18
CUST1762,Premium,2024-10-18,2025-03-31,100,North America,Referral,0,
CUST1763,Standard,2024-12-11,2026-11-01,50,North America,Organic,1,2026-04-07
CUST1764,Basic,2024-10-08,2025-09-27,20,LATAM,Partnership,0,
CUST1765,Standard,2025-05-20,2027-03-08,50,North America,Partnership,1,2026-03-22
CUST1766,Premium,2024-05-04,2026-10-14,100,LATAM,Referral,0,
CUST1767,Premium,2024-08-17,2024-11-03,100,North America,Organic,0,
CUST1768,Basic,2025-03-22,2025-12-08,20,North America,Partnership,0,
CUST1769,Basic,2024-02-23,2024-12-14,20,APAC,Organic,0,
CUST1770,Basic,2024-11-07,2025-02-21,20,North America,Organic,0,
CUST1771,Premium,2024-06-23,2024-12-11,100,LATAM,Partnership,0,
CUST1772,Basic,2024-05-31,2026-08-10,20,Europe,Partnership,0,
CUST1773,Standard,2024-09-03,2026-05-17,50,LATAM,Organic,0,
CUST1774,Standard,2025-05-09,2026-01-25,50,APAC,Partnership,1,2025-10-08
CUST1775,Premium,2024-09-05,2026-08-11,100,North America,Partnership,0,
CUST1776,Basic,2025-05-21,2025-08-20,20,North America,Organic,0,
CUST1777,Premium,2025-01-29,2025-09-08,100,Europe,Referral,0,
CUST1778,Standard,2024-11-15,2026-12-10,50,Europe,Partnership,0,
CUST1779,Basic,2024-08-12,2025-09-18,20,North America,Paid Ads,0,
CUST1780,Standard,2024-07-11,2024-10-19,50,Europe,Referral,0,
CUST1781,Basic,2024-05-30,2025-10-14,20,APAC,Organic,0,
CUST1782,Premium,2024-01-17,2025-06-01,100,North America,Paid Ads,0,
CUST1783,Basic,2024-12-26,2025-10-23,20,LATAM,Referral,1,2025-10-04
CUST1784,Basic,2024-08-05,2025-02-05,20,APAC,Referral,0,
CUST1785,Standard,2025-03-27,2026-01-30,50,APAC,Organic,0,
CUST1786,Basic,2024-07-17,2025-06-13,20,LATAM,Referral,0,
CUST1787,Basic,2025-03-19,2025-08-07,20,APAC,Referral,0,
CUST1788,Premium,2024-08-12,2025-01-06,100,Europe,Organic,1,2024-08-22
CUST1789,Premium,2024-03-08,2025-10-03,100,APAC,Paid Ads,1,2024-10-26
CUST1790,Premium,2025-02-06,2025-06-19,100,LATAM,Referral,0,
CUST1791,Premium,2024-07-29,2025-02-19,100,APAC,Referral,0,
CUST1792,Standard,2024-01-04,2024-05-09,50,APAC,Partnership,0,
CUST1793,Premium,2024-09-01,2025-03-24,100,LATAM,Partnership,0,
CUST1794,Basic,2024-12-06,2026-04-16,20,Europe,Paid Ads,1,2024-12-13
CUST1795,Premium,2024-12-08,2025-01-28,100,LATAM,Referral,0,
CUST1796,Standard,2024-01-10,2025-10-09,50,North America,Paid Ads,0,
CUST1797,Standard,2024-09-10,2026-02-05,50,North America,Referral,1,2024-09-28
